order_id,product_id,quantity,price_per_unit
54,59,5,355.41
55,73,4,130.11
55,14,2,416.37
55,20,1,484.8
55,84,1,288.19
55,94,3,410.88
56,30,1,435.82
56,66,1,360.74
57,44,2,26.97
57,36,2,32.63
57,79,5,51.8
57,84,3,201.69
58,86,4,169.37
58,66,3,54.77
59,17,2,201.94
60,71,2,445.24
60,64,4,20.8
60,93,2,101.25
60,56,4,245.34
61,26,1,158.36
61,100,5,335.18
61,98,1,415.02
61,11,4,464.3
62,42,3,85.85
62,65,3,279.91
62,52,4,119.74
62,53,3,228.65
63,100,1,84.96
63,62,2,467.78
63,59,4,28.1
63,44,1,280.98
63,28,1,116.44
63,78,5,105.44
64,91,2,14.54
65,53,5,38.48
65,21,1,180.53
65,21,3,135.61
65,95,2,168.94
66,62,4,12.98
66,65,1,62.82
67,38,5,383.47
67,38,5,82.9
67,61,1,16.7
67,57,1,302.77
68,94,2,468.89
69,52,4,266.99
69,39,5,413.46
69,56,5,31.35
69,56,5,303.28
70,55,1,215.82
70,55,3,207.36
70,14,4,455.01
70,67,1,350.78
70,61,2,122.21
70,20,5,494.29
71,52,3,481.34
71,51,2,360.52
71,18,4,185.7
72,32,3,468.37
73,60,1,467.83
73,86,5,284.75
73,90,5,391.14
73,96,2,151.38
73,65,3,195.24
74,22,5,67.43
74,42,5,218.5
74,95,3,417.62
74,69,5,446.74
75,2,3,18.58
75,60,3,443.43
76,85,4,419.87
76,53,3,135.54
76,78,3,323.69
76,69,2,139.76
76,4,1,96.58
76,95,3,486.04
77,9,1,318.11
77,21,5,360.99
78,10,4,191.84
79,45,3,103.07
80,22,4,155.02
81,27,4,200.23
82,43,4,453.11
82,48,2,327.34
82,64,1,236.97
82,69,5,36.07
83,62,5,41.03
83,71,4,104.79
83,6,1,114.88
83,11,1,489.63
83,47,3,166.29
83,84,4,31.43
84,84,2,7.18
84,24,1,387.71
85,39,4,359.06
85,31,4,41.4
86,31,3,391.53
86,9,2,340.24
87,64,3,278.05
88,65,1,89.77
88,81,4,443.7
88,32,1,313.09
88,36,1,92.94
89,56,4,112.48
90,63,2,299.99
90,97,4,334.26
90,28,5,30.28
91,22,4,396.96
91,42,5,294.75
92,24,1,205.73
92,24,5,472.35
92,14,5,490.96
92,41,1,189.19
92,17,3,109.09
92,63,5,131.72
93,88,3,47.18
93,51,1,393.3
93,69,4,128.67
93,99,5,236.35
93,78,3,406.79
94,69,1,195.59
95,59,4,190.98
96,81,1,371.82
96,7,3,197.98
96,17,1,173.13
96,6,2,93.73
96,47,4,357.25
96,70,4,285.9
97,93,5,37.7
97,56,5,214.74
97,14,2,183.91
97,42,1,453.27
97,1,3,212.49
97,87,1,394.05
98,77,1,429.23
98,10,2,498.59
98,61,4,196.71
98,76,4,260.34
99,39,2,381.08
99,63,1,300.54
99,69,1,379.82
100,80,5,433.74
100,62,1,107.73
100,51,3,499.36
100,14,3,491.43
101,83,4,182.99
101,2,3,430.34
101,36,3,242.03
102,70,5,458.18
102,90,3,144.96
103,8,2,452.53
103,93,5,190.53
103,98,1,291.02
103,66,5,45.98
103,11,5,401.74
103,43,4,469.15
104,27,1,257.65
104,61,4,189.58
104,53,4,168.02
104,9,2,159.57
104,25,4,87.44
105,49,1,45.09
105,9,3,171.56
105,33,4,147.64
106,14,4,128.81
106,35,4,482.8
106,19,4,284.93
107,35,5,133.3
107,1,4,192.13
107,17,3,410.88
107,43,2,235.36
107,47,2,244.16
107,64,5,433.46
108,92,2,410.89
108,75,5,482.84
109,27,2,298.69
109,96,2,17.71
109,30,3,242.47
109,71,2,389.03
109,32,1,337.98
110,1,5,67.29
110,37,1,157.39
110,46,4,62.91
110,19,1,309.54
110,80,3,318.1
110,36,5,405.81
111,89,5,353.83
111,92,5,210.51
111,40,4,221.91
111,43,3,336.82
111,16,1,452.91
112,87,4,72.44
112,61,1,148.91
112,93,2,51.9
112,97,4,443.98
113,7,3,70.07
114,99,5,207.53
115,7,2,338.55
115,99,4,89.12
115,32,1,330.24
116,79,4,91.3
116,19,3,44.86
116,4,2,118.45
117,85,3,237.93
117,55,5,290.3
118,5,2,303.68
118,77,3,422.68
118,29,1,167.75
118,90,5,446.53
118,24,3,165.14
118,92,4,151.31
119,5,1,477.53
120,55,5,238.21
120,87,2,144.04
120,20,1,477.55
121,97,1,34.61
122,68,5,297.99
122,89,3,137.19
122,97,4,335.94
122,11,5,25.48
122,13,5,211.54
123,61,1,405.18
124,82,1,238.5
124,82,2,167.41
125,22,4,473.76
125,33,4,282.35
125,94,4,75.79
125,12,5,431.2
126,6,2,397.66
126,43,4,295.72
127,99,1,342.19
127,41,4,423.14
127,16,1,491.48
127,30,3,323.8
127,86,5,237.94
128,34,5,300.33
128,17,2,403.93
129,22,1,143.53
129,59,1,229.97
129,94,5,406.84
129,60,1,469.51
130,84,2,437.23
130,92,2,243.94
130,20,4,284.75
130,18,2,269.47
130,44,5,264.63
130,90,4,263.96
131,47,5,223.89
132,26,3,292.53
132,60,1,75.12
132,68,3,261.07
132,53,5,215.28
133,88,3,5.0
133,68,5,294.76
133,82,1,448.49
133,3,1,320.33
134,6,1,51.83
134,18,4,174.5
135,85,1,45.75
135,75,2,254.65
135,33,3,250.1
136,67,3,493.24
136,3,1,346.41
137,33,2,293.44
137,87,4,26.09
137,14,2,291.81
138,42,1,266.99
138,40,5,201.55
138,70,3,471.54
139,40,1,10.46
139,15,1,316.2
140,53,2,219.09
140,93,2,114.57
140,46,1,66.89
140,42,5,424.17
141,37,2,41.84
142,3,1,62.6
142,6,2,190.89
142,71,2,28.88
142,74,3,119.73
142,12,2,333.75
143,80,2,59.85
143,96,3,407.38
144,70,5,218.29
144,40,2,361.81
144,78,2,306.32
144,46,1,260.53
144,61,2,49.35
144,58,1,434.66
145,42,2,230.19
145,67,1,318.55
145,46,4,393.2
145,66,3,93.73
145,16,1,40.63
146,35,1,287.79
146,19,1,121.4
146,92,5,470.72
146,84,2,481.96
147,93,2,368.99
148,50,4,274.07
149,12,4,93.26
149,48,4,176.83
150,75,2,488.5
150,83,4,353.88
150,6,2,455.78
150,58,1,111.43
150,82,1,17.78
150,25,3,63.66
151,49,3,335.08
151,53,1,346.22
151,2,3,95.58
151,77,5,253.58
151,88,2,401.02
151,6,4,247.36
152,65,3,467.45
152,68,3,217.28
152,95,2,256.11
152,8,4,162.17
152,30,5,459.97
153,70,5,487.98
153,5,5,266.63
154,82,3,327.25
154,56,1,91.38
154,3,2,491.97
154,98,1,338.24
154,44,3,201.12
154,10,1,209.9
155,40,2,196.71
155,33,1,119.93
155,62,2,435.56
155,37,2,143.56
156,96,2,285.79
156,32,3,60.23
156,3,4,18.28
156,71,4,337.58
156,60,4,383.47
157,69,4,87.0
157,68,3,483.73
157,32,5,411.79
158,97,4,416.72
158,41,3,236.22
158,73,1,285.55
158,37,4,20.75
158,77,2,387.35
158,96,4,67.42
159,68,5,476.42
159,25,5,160.1
159,97,3,17.4
159,87,5,324.07
159,64,3,334.2
159,52,5,276.97
160,28,5,484.3
160,72,1,316.13
160,42,1,268.38
160,82,2,23.01
161,69,5,392.77
161,26,4,236.87
161,45,4,243.48
161,49,1,34.77
161,25,1,196.7
162,63,2,18.12
162,46,2,366.73
163,67,5,253.49
163,34,4,321.66
163,12,1,443.1
163,63,5,65.29
163,41,1,131.26
164,12,1,250.18
164,4,1,486.95
164,55,5,28.18
165,85,3,226.49
166,78,5,35.12
166,93,2,56.81
166,51,3,148.27
166,40,5,314.28
167,15,2,371.09
167,63,3,315.43
167,37,3,352.55
167,65,1,371.93
168,9,2,304.02
169,54,4,101.74
169,71,2,209.58
169,88,2,344.42
169,86,4,267.5
170,16,1,257.66
170,81,2,468.8
171,70,3,191.49
171,7,5,30.48
171,77,1,381.45
171,41,2,189.45
171,88,4,496.5
172,73,1,358.71
172,72,1,158.62
172,29,5,170.85
172,62,3,66.7
172,83,4,416.44
172,91,5,390.08
173,44,4,316.92
173,46,2,302.61
173,79,5,134.89
173,13,5,303.15
173,96,4,392.99
174,75,5,376.96
174,80,3,166.9
174,50,5,151.16
175,25,3,122.22
175,42,1,146.85
176,86,3,402.18
176,52,4,155.56
176,18,2,491.48
176,2,2,356.37
176,58,5,230.43
176,87,3,95.76
177,79,2,52.22
177,25,1,302.61
177,64,4,306.26
177,100,3,385.64
178,68,4,472.89
179,99,1,143.49
180,13,1,429.57
181,59,2,11.22
181,78,3,207.48
182,62,3,436.16
182,50,1,343.23
182,77,3,68.73
182,55,5,339.01
182,12,1,294.37
183,25,4,411.76
183,20,1,95.8
183,35,5,77.73
184,43,5,253.25
184,89,4,391.61
184,33,3,113.33
184,4,5,136.02
185,28,1,350.21
185,57,1,217.56
185,46,1,38.34
186,2,2,353.76
187,74,5,123.08
187,6,5,460.13
187,17,4,454.32
188,65,3,321.34
188,12,1,178.15
188,46,3,311.74
188,98,4,403.11
189,8,2,316.37
189,20,5,255.28
190,86,1,5.32
190,51,1,94.34
190,96,4,302.79
191,4,1,74.88
191,91,5,133.17
192,60,1,96.98
192,89,1,25.14
192,49,4,126.33
192,73,1,377.82
192,18,2,70.67
192,65,2,168.29
193,90,4,71.75
194,72,1,43.74
194,56,3,274.41
194,100,3,449.17
194,22,3,204.07
194,96,5,285.61
195,92,2,393.81
195,11,1,178.49
195,41,2,126.36
195,78,3,385.54
195,79,2,148.36
195,44,1,304.11
196,71,4,391.89
196,6,2,284.23
196,61,4,61.53
196,16,4,68.72
196,64,4,456.95
196,59,5,286.71
197,47,3,286.55
198,2,3,153.65
199,83,3,194.34
199,4,4,492.58
199,68,5,67.57
199,83,1,326.79
199,83,5,17.09
200,42,4,445.28
200,39,3,298.44
201,39,4,498.04
201,40,4,159.73
201,41,1,287.9
202,6,4,340.57
202,5,5,235.27
202,32,3,240.44
202,56,1,255.02
202,72,5,458.61
202,61,4,35.32
203,39,1,250.48
203,60,5,258.79
203,71,1,449.12
204,10,5,441.11
204,12,4,435.04
205,22,5,333.05
205,77,1,360.64
206,27,2,483.56
206,26,3,24.07
206,100,3,345.23
206,77,2,426.67
207,53,1,223.05
207,76,2,257.34
207,81,1,5.58
208,70,3,391.68
208,51,3,446.76
209,93,2,448.98
209,56,4,226.82
209,7,3,394.29
210,6,1,426.99
210,28,5,296.9
211,87,1,330.46
211,25,5,154.86
211,1,5,15.28
211,75,5,252.41
211,76,1,239.98
211,93,3,155.85
212,60,3,41.8
212,93,2,15.34
212,33,3,24.42
212,79,5,214.34
212,35,4,178.93
213,96,1,397.39
213,31,5,496.41
213,36,5,416.21
213,51,2,14.91
213,85,5,230.91
213,41,2,168.15
214,89,1,154.15
215,19,2,218.85
215,69,1,408.79
215,32,5,396.23
215,59,4,340.81
216,34,4,447.49
216,20,3,97.27
216,90,2,240.26
216,58,2,203.47
216,63,5,201.83
217,68,2,304.21
217,21,4,230.12
218,27,1,37.18
218,31,4,430.54
218,57,3,406.51
218,3,1,305.82
219,46,1,360.42
220,68,1,174.27
220,61,2,464.82
220,93,4,193.07
220,63,3,79.91
221,21,5,10.65
221,94,2,477.52
221,71,3,229.15
222,36,2,465.42
223,25,3,355.08
223,71,4,17.89
223,75,4,74.96
223,39,4,13.4
224,61,1,220.68
224,97,4,392.42
225,90,3,273.38
225,34,3,410.83
225,90,2,97.67
225,55,5,245.81
225,47,3,81.43
226,15,2,371.69
226,10,1,182.13
226,63,2,153.02
227,54,2,308.22
227,27,1,474.8
227,78,5,372.85
227,7,3,243.03
227,94,2,90.77
227,5,4,36.85
228,56,2,331.15
228,29,5,287.04
228,11,2,217.6
228,5,5,365.03
228,47,2,120.2
229,68,4,381.58
229,31,3,401.71
229,30,2,416.88
229,42,4,50.97
229,85,2,383.94
230,83,3,77.31
230,93,3,437.51
230,31,3,372.3
231,93,5,261.13
231,4,3,47.45
231,51,2,131.14
231,31,5,44.78
231,57,4,155.46
231,94,3,288.26
232,63,5,382.08
232,1,3,156.85
232,96,3,146.46
232,85,5,410.77
232,48,5,368.83
232,83,3,156.02
233,87,2,194.27
233,71,4,26.11
234,26,3,401.76
234,39,2,184.81
234,3,4,23.1
234,62,5,451.98
234,19,2,404.24
235,93,3,450.54
235,17,3,267.29
236,83,3,225.19
237,4,1,312.49
238,95,1,264.46
238,40,2,263.36
238,9,4,111.67
238,12,5,73.56
239,48,1,149.99
239,60,1,325.33
240,83,4,168.4
240,14,5,204.33
240,7,1,302.62
241,75,5,67.37
242,64,3,25.51
242,23,4,163.43
243,93,4,126.27
243,45,5,94.26
244,96,3,250.11
244,36,1,268.12
244,33,3,202.51
244,46,2,262.86
245,4,1,422.42
245,83,5,238.88
245,58,2,133.02
245,81,3,241.7
246,61,1,162.83
246,71,2,167.53
246,80,2,136.99
246,6,1,383.84
246,91,2,474.33
247,4,5,37.47
248,63,3,69.26
248,40,4,227.85
249,34,3,161.83
250,81,5,232.81
250,52,2,149.1
251,57,5,221.21
251,80,5,325.33
251,33,3,98.99
251,68,5,147.87
252,72,4,357.16
253,20,2,114.19
253,93,2,48.23
253,26,5,393.65
253,66,1,80.89
254,58,2,39.98
254,50,4,14.31
254,22,4,271.06
254,38,1,152.13
254,32,4,110.83
255,99,3,80.65
255,48,3,316.01
255,32,5,490.89
255,64,2,230.58
256,21,1,68.25
256,68,1,52.12
257,59,2,477.41
257,25,2,493.21
258,43,5,25.53
258,40,5,442.7
259,73,4,466.07
259,60,4,18.97
259,85,2,272.54
259,13,4,179.35
259,5,5,371.16
259,33,1,297.09
260,74,3,355.34
260,4,4,345.6
260,91,5,475.71
260,18,4,204.98
261,87,4,51.45
261,71,4,85.29
261,98,2,234.31
261,39,3,327.44
262,18,4,167.5
262,49,4,276.18
262,98,5,444.07
262,41,3,141.06
262,21,2,331.75
263,38,4,368.46
263,58,5,134.5
263,41,5,290.69
263,23,3,164.75
263,38,2,312.29
264,39,1,184.69
264,36,3,325.73
265,20,4,34.74
265,88,5,179.24
265,78,5,168.12
266,58,1,215.25
266,48,4,496.33
266,66,5,408.91
266,3,3,413.19
266,48,5,402.25
266,31,1,387.37
267,24,4,283.55
267,5,2,100.16
268,41,5,488.65
268,32,4,358.71
268,56,1,355.7
268,7,2,46.15
268,79,4,356.13
269,14,3,442.05
269,42,4,246.07
269,41,1,405.64
269,30,4,218.96
269,53,2,210.09
269,65,2,351.13
270,41,5,242.77
270,69,2,396.98
270,2,1,232.45
270,35,4,386.53
271,92,3,322.01
272,32,1,256.78
272,60,3,46.2
273,74,2,337.61
273,57,4,45.59
274,63,3,382.26
274,86,5,18.52
274,51,5,402.97
274,4,2,465.14
275,10,5,86.32
275,76,3,193.94
275,57,1,403.37
275,70,5,27.16
275,2,2,148.99
276,23,1,179.89
276,52,2,382.44
276,96,5,496.27
276,21,3,322.13
276,66,4,180.91
277,13,2,414.02
277,77,1,454.01
277,5,4,103.6
277,14,4,94.32
277,61,5,101.39
277,5,2,304.96
278,71,3,403.63
278,85,4,145.07
278,28,4,177.11
278,39,4,80.73
279,25,5,277.7
280,89,3,376.96
280,76,1,138.68
281,61,2,42.14
282,48,4,354.49
283,37,3,136.68
283,16,3,443.87
283,56,3,462.2
283,82,2,157.66
284,100,1,411.16
285,75,1,261.51
285,89,5,263.94
285,44,1,320.51
285,80,3,92.09
286,84,3,381.55
286,44,3,33.87
287,79,1,171.86
287,52,5,395.46
287,47,3,487.87
287,9,4,292.8
287,15,3,239.62
287,35,3,29.92
288,38,3,445.98
289,99,5,251.63
289,56,5,471.74
289,57,1,499.57
289,50,2,315.62
289,57,3,94.74
289,54,1,311.67
290,71,5,280.75
291,44,2,122.79
291,6,5,23.52
291,75,3,154.39
291,4,5,260.76
291,73,4,283.59
291,3,3,163.47
292,74,5,179.62
293,34,1,52.74
293,5,4,470.5
293,45,3,419.84
293,1,4,80.82
293,3,5,290.49
294,55,2,177.75
294,15,2,54.15
295,28,2,63.15
295,42,5,158.89
295,38,3,57.97
295,46,4,377.55
295,92,1,170.8
296,50,2,406.87
296,33,3,60.68
297,2,2,468.11
297,99,5,16.84
297,27,5,113.65
297,77,1,325.81
297,39,5,202.0
297,1,3,47.24
298,64,5,24.22
298,93,1,260.31
298,7,2,292.32
298,33,3,480.52
298,44,2,179.69
298,9,1,90.77
299,42,3,46.45
300,1,5,94.19
300,74,2,138.84
300,18,3,179.59
300,61,4,184.33
300,22,4,321.45
300,79,3,420.37
301,47,2,177.0
302,36,4,487.49
302,39,5,446.77
303,91,3,482.7
303,29,3,476.57
303,70,4,163.2
303,96,3,61.5
304,76,3,6.99
304,71,5,261.64
304,27,1,237.72
305,49,2,368.88
305,41,2,35.3
305,15,2,403.26
305,92,4,317.24
306,10,1,127.54
307,94,3,330.92
307,46,1,162.14
307,71,3,285.51
308,85,3,375.8
308,67,5,108.67
309,75,3,68.7
309,89,4,271.79
309,68,1,371.95
309,54,4,167.52
309,25,1,83.42
309,93,2,341.5
310,87,5,31.28
310,15,5,122.78
310,9,3,194.96
310,24,4,410.38
310,73,5,108.08
310,25,1,57.23
311,39,5,432.42
311,64,2,409.05
311,16,4,327.65
311,21,2,223.59
311,3,5,338.99
312,65,1,310.13
313,60,5,110.73
314,27,5,489.19
315,26,5,412.06
315,45,2,159.57
315,4,1,459.03
315,98,1,301.36
315,22,2,226.23
316,46,1,322.96
316,14,2,260.49
317,41,5,314.02
317,12,1,310.87
317,53,2,371.38
317,22,3,148.43
317,72,1,422.58
318,14,3,253.99
318,31,2,382.9
318,67,1,332.1
318,63,5,216.42
318,6,5,231.25
318,88,4,393.74
319,67,2,278.51
319,18,5,287.24
319,85,3,140.35
319,8,3,453.37
319,9,1,59.37
319,50,4,243.7
320,87,4,461.34
320,7,5,475.65
320,68,1,146.47
320,90,2,34.81
320,2,2,63.28
321,99,1,39.49
322,90,5,203.29
322,38,4,48.87
323,79,1,344.56
324,37,2,463.22
324,77,5,398.64
325,90,1,188.04
325,52,3,139.33
326,14,2,100.98
326,3,4,183.65
326,90,1,69.15
327,38,3,79.57
327,64,1,336.0
328,52,2,135.08
328,96,2,225.28
328,41,2,112.71
328,49,3,44.12
329,24,2,258.38
329,15,1,124.83
329,35,5,60.1
329,81,1,66.23
330,98,1,143.26
330,9,4,124.56
330,77,2,166.04
330,70,4,97.54
330,68,2,336.79
330,94,2,258.81
331,29,5,212.22
331,91,3,343.37
331,10,1,67.66
331,40,1,94.83
331,62,1,36.55
331,71,3,9.69
332,7,3,480.88
332,49,5,119.49
332,3,2,407.53
332,26,1,417.22
332,49,2,415.17
333,98,1,424.81
334,20,2,162.32
334,16,2,293.65
334,49,4,451.44
335,37,1,58.33
335,65,3,492.8
335,25,4,432.7
335,45,2,391.32
336,61,2,412.3
336,71,2,482.13
336,10,1,64.19
336,65,3,144.14
337,44,4,292.38
337,61,2,249.72
337,7,1,13.72
338,9,5,235.85
339,15,4,261.78
339,5,1,235.26
339,74,2,144.06
339,63,4,132.42
340,41,4,449.09
340,61,5,19.54
340,39,1,485.61
341,75,3,311.4
342,67,3,209.1
342,34,5,389.22
342,6,2,447.61
342,6,4,86.19
342,31,3,262.92
342,2,5,378.93
343,78,5,241.56
343,26,1,320.03
343,16,4,45.46
344,80,2,29.4
345,21,1,283.61
345,99,3,335.07
345,1,4,111.89
345,51,1,413.43
345,49,3,370.55
345,92,5,485.34
346,22,1,200.0
346,8,5,386.11
346,10,4,17.15
346,3,3,352.1
346,44,3,325.65
346,86,1,210.82
347,49,5,196.52
347,77,4,195.58
347,14,2,9.65
347,9,5,244.54
348,41,4,391.03
348,83,1,264.21
348,18,2,495.95
348,63,3,371.41
348,100,3,421.39
348,86,2,7.25
349,57,2,458.82
349,87,1,471.45
349,7,2,89.99
350,26,1,268.55
350,93,1,343.12
351,94,1,202.68
351,66,1,369.56
351,49,4,470.66
351,25,5,31.29
351,2,4,146.21
352,87,4,288.98
352,90,4,207.98
352,91,3,110.8
352,76,2,8.12
352,25,4,183.89
352,8,4,279.76
353,41,2,150.37
353,89,3,154.64
353,2,1,274.11
353,36,5,104.55
354,82,1,375.1
354,98,1,209.97
354,68,3,242.79
355,2,4,392.82
355,51,3,229.55
355,85,5,450.28
355,40,3,198.0
355,82,5,310.07
355,84,3,141.36
356,97,5,442.36
357,1,2,460.61
357,53,1,38.81
357,58,5,403.12
357,64,1,100.97
357,87,1,126.85
358,42,4,383.69
358,5,3,67.02
358,29,1,146.02
359,53,3,171.05
359,13,1,340.23
359,64,5,28.75
359,75,4,205.73
359,5,2,165.97
359,44,3,472.07
360,76,1,88.26
360,31,5,106.17
360,1,2,122.29
360,95,3,15.65
360,91,3,140.91
360,46,3,369.21
361,87,3,392.54
361,5,1,488.95
361,78,5,429.3
362,13,2,200.56
362,40,4,357.43
362,85,4,280.59
363,86,2,278.52
364,67,2,469.39
364,94,5,132.88
364,29,3,234.49
365,40,5,426.85
365,10,1,48.74
366,58,5,101.98
366,27,1,79.69
366,51,5,253.92
366,25,1,448.81
366,23,5,421.35
366,98,2,393.02
367,22,3,54.29
367,40,5,427.22
368,96,4,351.38
368,8,3,275.47
368,67,2,468.07
368,21,1,145.33
369,35,3,65.29
369,68,4,401.81
369,38,1,264.75
369,74,1,452.43
369,66,4,235.33
369,60,3,231.1
370,72,5,488.92
370,37,3,221.64
370,46,2,358.65
371,20,5,15.74
371,11,5,128.36
371,98,3,19.75
372,50,2,219.75
372,81,3,464.0
373,78,3,15.54
373,72,4,208.0
374,17,1,120.79
374,85,4,318.0
374,57,3,36.3
374,67,3,209.17
374,58,2,358.89
374,4,5,464.25
375,23,4,287.54
375,86,4,201.15
376,26,2,470.76
376,34,1,54.54
376,6,1,194.63
376,90,1,356.85
376,98,5,49.34
377,77,1,61.12
377,12,3,124.2
377,72,5,165.62
378,44,5,463.35
378,2,4,478.23
379,99,4,367.15
380,2,2,255.24
380,73,3,424.4
380,77,4,397.96
380,92,5,255.53
381,23,4,230.25
381,13,2,203.47
381,24,5,356.97
381,98,5,201.3
382,94,5,335.46
382,91,5,293.71
382,76,5,439.44
382,20,5,225.93
382,33,1,220.11
383,44,2,83.01
383,51,5,93.86
383,8,3,179.06
383,29,4,175.22
384,93,2,318.27
384,45,1,237.08
385,95,4,33.8
385,76,1,358.78
385,6,1,128.13
385,7,4,479.71
385,97,3,185.92
386,37,5,368.04
386,54,2,127.53
387,71,2,21.03
387,65,5,468.86
387,52,1,138.61
387,55,3,349.76
388,52,3,411.2
388,44,3,437.61
388,84,3,174.13
388,96,4,130.24
388,70,3,33.94
388,8,4,160.37
389,89,4,98.22
389,66,3,494.02
389,50,1,476.99
389,34,5,358.04
389,96,1,53.46
389,84,5,245.11
390,63,2,401.65
390,90,4,389.85
390,60,5,445.64
390,65,1,115.18
390,85,2,390.63
390,8,2,45.4
391,36,5,212.95
391,89,2,139.66
391,27,3,310.67
391,53,3,153.58
392,42,3,412.16
392,11,1,471.98
392,21,1,454.55
393,7,3,365.73
393,47,5,236.06
393,39,3,373.24
393,4,4,100.25
393,97,4,294.52
393,74,5,335.24
394,60,2,18.49
394,24,5,148.78
394,100,3,490.72
395,46,3,121.23
395,89,3,347.9
395,88,1,242.32
395,79,2,361.38
395,88,3,345.43
395,57,4,474.0
396,33,5,321.28
396,33,1,329.5
396,46,5,482.85
396,32,4,25.73
397,60,2,401.71
397,2,3,267.04
397,7,5,289.8
397,51,1,50.51
397,61,2,299.75
397,35,5,365.64
398,16,2,272.18
398,71,4,348.26
398,40,3,454.96
398,46,1,126.7
398,5,1,125.19
398,43,5,160.64
399,72,3,220.51
399,43,5,66.82
399,84,2,30.98
399,32,2,426.62
400,14,2,491.36
400,98,4,369.22
400,19,1,475.32
401,89,1,401.48
401,26,4,34.12
401,74,2,192.5
401,33,1,134.07
402,70,2,281.55
402,34,3,422.78
402,65,2,331.72
402,81,4,19.75
402,58,4,111.55
