order_id,customer_id,order_date,total_amount
143,282,2026-01-11,1341.84
144,245,2026-01-11,3221.5999999999995
145,92,2026-01-11,2673.55
146,201,2026-01-11,3726.7100000000005
147,244,2026-01-11,737.98
148,290,2026-01-11,1096.28
149,276,2026-01-11,1080.3600000000001
150,92,2026-01-11,3624.27
151,197,2026-01-11,4697.58
152,299,2026-01-11,5514.9400000000005
153,236,2026-01-11,3773.05
154,99,2026-01-11,3208.5700000000006
155,71,2026-01-11,1671.5900000000001
156,181,2026-01-11,3709.59
157,156,2026-01-11,3858.1400000000003
158,186,2026-01-11,3788.47
159,223,2026-01-11,7242.6
160,264,2026-01-11,3052.03
161,243,2026-01-11,4116.72
162,116,2026-01-11,769.7
163,111,2026-01-11,3454.9000000000005
164,41,2026-01-11,878.03
165,78,2026-01-11,679.47
166,189,2026-01-11,2305.43
167,281,2026-01-11,3118.0499999999997
168,115,2026-01-11,608.04
169,191,2026-01-11,2584.96
170,61,2026-01-11,1195.26
171,156,2026-01-11,3473.22
172,86,2026-01-11,5187.839999999999
173,271,2026-01-11,5635.0599999999995
174,39,2026-01-11,3141.3
175,19,2026-01-11,513.51
176,261,2026-01-11,4963.909999999999
177,94,2026-01-11,2789.01
178,190,2026-01-11,1891.56
179,166,2026-01-11,143.49
180,144,2026-01-11,429.57
181,188,2026-01-11,644.88
182,62,2026-01-11,3847.3199999999997
183,197,2026-01-11,2131.49
184,293,2026-01-11,3852.78
185,228,2026-01-11,606.11
186,169,2026-01-11,707.52
187,64,2026-01-11,4733.33
188,76,2026-01-11,3689.8300000000004
189,225,2026-01-11,1909.14
190,24,2026-01-11,1310.8200000000002
191,7,2026-01-11,740.7299999999999
192,211,2026-01-11,1483.1799999999998
193,92,2026-01-11,287.0
194,32,2026-01-11,4254.74
195,131,2026-01-11,2976.28
196,217,2026-01-11,5918.37
197,259,2026-01-11,859.6500000000001
198,225,2026-01-11,460.95000000000005
199,105,2026-01-11,3303.43
200,293,2026-01-11,2676.4399999999996
201,5,2026-01-11,2918.98
202,206,2026-01-11,5949.3
203,23,2026-01-11,1993.5500000000002
204,1,2026-01-11,3945.71
205,21,2026-01-11,2025.8899999999999
206,202,2026-01-11,2928.36
207,154,2026-01-11,743.3100000000001
208,192,2026-01-11,2515.3199999999997
209,246,2026-01-11,2988.11
210,267,2026-01-11,1911.49
211,29,2026-01-11,3150.74
212,45,2026-01-11,2016.76
213,171,2026-01-11,6481.16
214,100,2026-01-11,154.15
215,194,2026-01-11,4190.88
216,225,2026-01-11,3978.38
217,82,2026-01-11,1528.9
218,140,2026-01-11,3284.69
219,50,2026-01-11,360.42
220,51,2026-01-11,2115.92
221,44,2026-01-11,1695.74
222,231,2026-01-11,930.84
223,80,2026-01-11,1490.2399999999998
224,180,2026-01-11,1790.3600000000001
225,89,2026-01-11,3721.3100000000004
226,62,2026-01-11,1231.55
227,134,2026-01-11,4013.52
228,109,2026-01-11,4598.249999999999
229,259,2026-01-11,4536.97
230,273,2026-01-11,2661.36
231,197,2026-01-11,3420.8
232,195,2026-01-11,7186.39
233,40,2026-01-11,492.98
234,279,2026-01-11,4735.68
235,57,2026-01-11,2153.4900000000002
236,78,2026-01-11,675.5699999999999
237,284,2026-01-11,312.49
238,261,2026-01-11,1605.66
239,133,2026-01-11,475.32
240,107,2026-01-11,1997.87
241,229,2026-01-11,336.85
242,197,2026-01-11,730.25
243,135,2026-01-11,976.38
244,143,2026-01-11,2151.7
245,122,2026-01-11,2607.96
246,200,2026-01-11,2104.37
247,82,2026-01-11,187.35
248,268,2026-01-11,1119.18
249,5,2026-01-11,485.49
250,164,2026-01-11,1462.25
251,123,2026-01-11,3769.0199999999995
252,137,2026-01-11,1428.64
253,249,2026-01-11,2373.98
254,141,2026-01-11,1816.89
255,174,2026-01-11,4105.59
256,161,2026-01-11,120.37
257,28,2026-01-11,1941.24
258,45,2026-01-11,2341.15
259,98,2026-01-11,5355.530000000001
260,75,2026-01-11,5646.889999999999
261,48,2026-01-11,1997.9
262,191,2026-01-11,5081.75
263,229,2026-01-11,4718.62
264,265,2026-01-11,1161.88
265,83,2026-01-11,1875.7600000000002
266,249,2026-01-11,7883.3099999999995
267,71,2026-01-11,1334.52
268,64,2026-01-11,5750.610000000001
269,22,2026-01-11,4714.35
270,185,2026-01-11,3786.38
271,231,2026-01-11,966.03
272,11,2026-01-11,395.38
273,252,2026-01-11,857.58
274,114,2026-01-11,4184.51
275,121,2026-01-11,1850.57
276,208,2026-01-11,5116.150000000001
277,220,2026-01-11,3190.5999999999995
278,93,2026-01-11,2822.5299999999997
279,132,2026-01-11,1388.5
280,252,2026-01-11,1269.56
281,257,2026-01-11,84.28
282,297,2026-01-11,1417.96
283,39,2026-01-11,3443.57
284,83,2026-01-11,411.16
285,196,2026-01-11,2177.99
286,166,2026-01-11,1246.26
287,40,2026-01-11,5592.59
288,258,2026-01-11,1337.94
289,146,2026-01-11,5343.55
290,42,2026-01-11,1403.75
291,211,2026-01-11,3754.919999999999
292,112,2026-01-11,898.1
293,91,2026-01-11,4969.99
294,50,2026-01-11,463.8
295,289,2026-01-11,2775.66
296,197,2026-01-11,995.78
297,74,2026-01-11,3066.2
298,33,2026-01-11,2857.7599999999998
299,202,2026-01-11,139.35000000000002
300,232,2026-01-11,4571.630000000001
301,29,2026-01-11,354.0
302,31,2026-01-11,4183.8099999999995
303,34,2026-01-11,3715.1099999999997
304,94,2026-01-11,1566.8899999999999
305,169,2026-01-11,2883.84
306,165,2026-01-11,127.54
307,133,2026-01-11,2011.43
308,176,2026-01-11,1670.75
309,4,2026-01-11,3101.7100000000005
310,156,2026-01-11,3594.33
311,17,2026-01-11,6432.929999999999
312,163,2026-01-11,310.13
313,78,2026-01-11,553.65
314,177,2026-01-11,2445.95
315,271,2026-01-11,3592.2900000000004
316,248,2026-01-11,843.94
317,24,2026-01-11,3491.5999999999995
318,147,2026-01-11,5673.179999999999
319,213,2026-01-11,4808.55
320,22,2026-01-11,4566.26
321,86,2026-01-11,39.49
322,195,2026-01-11,1211.9299999999998
323,167,2026-01-11,344.56
324,242,2026-01-11,2919.64
325,64,2026-01-11,606.03
326,155,2026-01-11,1005.71
327,225,2026-01-11,574.71
328,168,2026-01-11,1078.5
329,140,2026-01-11,1008.32
330,280,2026-01-11,2554.94
331,286,2026-01-11,2319.32
332,221,2026-01-11,4102.71
333,70,2026-01-11,424.81
334,72,2026-01-11,2717.7
335,29,2026-01-11,4050.1699999999996
336,92,2026-01-11,2285.4700000000003
337,213,2026-01-11,1682.68
338,146,2026-01-11,1179.25
339,58,2026-01-11,2100.18
340,103,2026-01-11,2379.67
341,259,2026-01-11,934.1999999999999
342,237,2026-01-11,6496.790000000001
343,25,2026-01-11,1709.6699999999998
344,86,2026-01-11,58.8
345,297,2026-01-11,5688.16
346,164,2026-01-11,4443.22
347,192,2026-01-11,3006.92
348,51,2026-01-11,5213.13
349,33,2026-01-11,1569.07
350,185,2026-01-11,611.6700000000001
351,74,2026-01-11,3196.17
352,64,2026-01-11,4191.08
353,21,2026-01-11,1561.52
354,27,2026-01-11,1313.44
355,85,2026-01-11,7079.76
356,94,2026-01-11,2211.8
357,139,2026-01-11,3203.45
358,224,2026-01-11,1881.84
359,167,2026-01-11,3568.2000000000003
360,133,2026-01-11,2441.0
361,242,2026-01-11,3813.07
362,66,2026-01-11,2953.2
363,127,2026-01-11,557.04
364,192,2026-01-11,2306.6499999999996
365,214,2026-01-11,2182.99
366,197,2026-01-11,5200.79
367,62,2026-01-11,2298.9700000000003
368,275,2026-01-11,3313.4
369,208,2026-01-11,4154.91
370,8,2026-01-11,3826.8199999999997
371,131,2026-01-11,779.7500000000001
372,73,2026-01-11,1831.5
373,248,2026-01-11,878.62
374,227,2026-01-11,5168.23
375,84,2026-01-11,1954.7600000000002
376,237,2026-01-11,1794.24
377,199,2026-01-11,1261.8200000000002
378,253,2026-01-11,4229.67
379,167,2026-01-11,1468.6
380,201,2026-01-11,4653.17
381,68,2026-01-11,4119.29
382,203,2026-01-11,6692.809999999999
383,182,2026-01-11,1873.38
384,71,2026-01-11,873.62
385,114,2026-01-11,3098.71
386,47,2026-01-11,2095.26
387,32,2026-01-11,3574.25
388,178,2026-01-11,4333.08
389,45,2026-01-11,5421.14
390,155,2026-01-11,5578.14
391,278,2026-01-11,2736.8199999999997
392,26,2026-01-11,2163.01
393,285,2026-01-11,6652.49
394,116,2026-01-11,2253.04
395,185,2026-01-11,5304.76
396,8,2026-01-11,4453.07
397,120,2026-01-11,5531.75
398,148,2026-01-11,4357.37
399,75,2026-01-11,1910.83
400,249,2026-01-11,2934.9200000000005
401,175,2026-01-11,1057.03
402,159,2026-01-11,4079.8599999999997
403,6,2026-01-11,3368.09
404,266,2026-01-11,2060.75
405,12,2026-01-11,212.28
406,186,2026-01-11,5211.18
407,220,2026-01-11,176.27
408,152,2026-01-11,3822.78
409,257,2026-01-11,4102.65
410,29,2026-01-11,3317.5699999999997
411,155,2026-01-11,914.3999999999999
412,191,2026-01-11,2768.2700000000004
413,261,2026-01-11,710.36
414,103,2026-01-11,2937.7799999999997
415,103,2026-01-11,277.02
416,164,2026-01-11,1899.8799999999999
417,286,2026-01-11,1201.56
418,263,2026-01-11,1254.3000000000002
419,165,2026-01-11,1076.58
420,140,2026-01-11,445.09000000000003
421,53,2026-01-11,1309.6200000000001
422,212,2026-01-11,2280.2799999999997
423,60,2026-01-11,1731.85
424,66,2026-01-11,1827.2700000000002
425,68,2026-01-11,3289.7799999999997
426,28,2026-01-11,3164.96
427,248,2026-01-11,1011.78
428,168,2026-01-11,1209.6499999999999
429,168,2026-01-11,996.47
430,199,2026-01-11,5710.77
431,112,2026-01-11,3805.94
432,192,2026-01-11,3409.7400000000002
433,130,2026-01-11,2225.04
434,188,2026-01-11,1422.8
435,217,2026-01-11,2758.7000000000003
436,257,2026-01-11,1353.7
437,235,2026-01-11,1087.32
438,130,2026-01-11,3495.8999999999996
439,152,2026-01-11,2256.98
440,25,2026-01-11,2437.85
441,75,2026-01-11,742.59
442,264,2026-01-11,3031.7
443,145,2026-01-11,2133.06
444,8,2026-01-11,2149.9
445,282,2026-01-11,2294.96
446,190,2026-01-11,480.9
447,274,2026-01-11,323.28
448,134,2026-01-11,3042.8
449,5,2026-01-11,4510.459999999999
450,77,2026-01-11,2196.09
451,288,2026-01-11,4933.41
452,43,2026-01-11,2812.8200000000006
453,88,2026-01-11,6475.969999999999
454,109,2026-01-11,2346.27
455,175,2026-01-11,3423.93
456,15,2026-01-11,7767.76
457,169,2026-01-11,1486.85
458,198,2026-01-11,5905.389999999999
459,218,2026-01-11,4367.0199999999995
460,255,2026-01-11,3981.36
461,158,2026-01-11,2871.92
462,284,2026-01-11,1999.12
463,230,2026-01-11,3305.92
464,107,2026-01-11,445.4
465,195,2026-01-11,983.45
466,196,2026-01-11,2612.17
467,170,2026-01-11,536.48
468,144,2026-01-11,146.09
469,130,2026-01-11,2435.05
470,270,2026-01-11,1279.58
471,63,2026-01-11,856.88
472,240,2026-01-11,5099.549999999999
473,185,2026-01-11,453.54
474,243,2026-01-11,1028.61
475,204,2026-01-11,4069.3499999999995
476,237,2026-01-11,1963.0
477,149,2026-01-11,3932.51
478,245,2026-01-11,1036.81
479,135,2026-01-11,3485.3599999999997
480,225,2026-01-11,5908.25
481,213,2026-01-11,1779.71
482,137,2026-01-11,3363.3699999999994
483,94,2026-01-11,5004.820000000001
484,268,2026-01-11,554.3599999999999
485,223,2026-01-11,182.03
486,93,2026-01-11,2339.99
487,1,2026-01-11,832.26
488,24,2026-01-11,1966.84
489,99,2026-01-11,771.5
490,230,2026-01-11,1966.1100000000001
491,283,2026-01-11,1802.28
492,165,2026-01-11,962.65
493,13,2026-01-11,2262.63
494,35,2026-01-11,79.2
495,223,2026-01-11,1100.54
496,221,2026-01-11,28.599999999999998
497,266,2026-01-11,4745.1
498,165,2026-01-11,5015.49
499,57,2026-01-11,4432.91
500,258,2026-01-11,67.45
501,209,2026-01-11,4715.389999999999
502,3,2026-01-11,1773.41
503,215,2026-01-11,3069.58
504,214,2026-01-11,1606.7199999999998
505,166,2026-01-11,2514.27
506,274,2026-01-11,1964.1
507,235,2026-01-11,4116.129999999999
508,289,2026-01-11,2781.75
509,80,2026-01-11,7436.34
510,248,2026-01-11,2173.35
511,294,2026-01-11,903.0
512,47,2026-01-11,4503.51
513,86,2026-01-11,2341.84
514,225,2026-01-11,188.66
515,229,2026-01-11,1493.43
516,285,2026-01-11,1646.96
517,106,2026-01-11,5295.620000000001
518,225,2026-01-11,5713.36
519,119,2026-01-11,3535.0099999999998
520,13,2026-01-11,1962.22
521,37,2026-01-11,3911.3099999999995
522,84,2026-01-11,3750.82
523,121,2026-01-11,1828.8
524,92,2026-01-11,700.72
525,150,2026-01-11,2199.91
526,265,2026-01-11,1999.85
527,183,2026-01-11,5057.33
528,222,2026-01-11,3908.8500000000004
529,108,2026-01-11,4102.27
530,109,2026-01-11,2838.9500000000003
531,165,2026-01-11,3695.0
532,38,2026-01-11,2373.65
533,241,2026-01-11,5977.700000000001
534,4,2026-01-11,2298.11
535,208,2026-01-11,1357.64
536,17,2026-01-11,1458.69
537,188,2026-01-11,4029.05
538,176,2026-01-11,76.11
539,122,2026-01-11,452.96
540,200,2026-01-11,2532.11
541,196,2026-01-11,1523.96
542,202,2026-01-11,1485.4299999999998
543,198,2026-01-11,682.8
544,252,2026-01-11,1947.4
545,247,2026-01-11,3875.2999999999997
546,280,2026-01-11,2755.6400000000003
547,35,2026-01-11,3771.35
548,110,2026-01-11,2399.0899999999997
549,237,2026-01-11,3562.36
550,13,2026-01-11,1936.7000000000003
551,291,2026-01-11,2758.66
552,147,2026-01-11,1234.1999999999998
553,46,2026-01-11,2297.28
554,203,2026-01-11,5770.8099999999995
555,92,2026-01-11,1632.74
556,263,2026-01-11,1797.8200000000002
557,70,2026-01-11,2046.9
558,85,2026-01-11,5549.780000000001
559,49,2026-01-11,147.89999999999998
560,248,2026-01-11,3074.99
561,84,2026-01-11,2772.72
562,270,2026-01-11,3673.9300000000003
563,56,2026-01-11,2629.48
564,8,2026-01-11,1528.0700000000002
565,16,2026-01-11,3039.99
566,207,2026-01-11,861.02
567,171,2026-01-11,6053.74
568,264,2026-01-11,2168.08
569,36,2026-01-11,2136.73
570,204,2026-01-11,6475.08
571,122,2026-01-11,2549.81
572,15,2026-01-11,2483.5
573,201,2026-01-11,88.61
574,50,2026-01-11,2734.74
575,24,2026-01-11,308.52
576,130,2026-01-11,4863.21
577,165,2026-01-11,1581.36
578,13,2026-01-11,2153.55
579,149,2026-01-11,1879.1399999999999
580,47,2026-01-11,3197.7
581,217,2026-01-11,2257.16
582,171,2026-01-11,3016.41
583,38,2026-01-11,4091.52
584,87,2026-01-11,2377.86
585,11,2026-01-11,1120.42
586,95,2026-01-11,5214.35
587,243,2026-01-11,203.88
588,23,2026-01-11,4019.8
589,195,2026-01-11,1715.05
590,42,2026-01-11,3537.84
591,33,2026-01-11,1059.35
592,254,2026-01-11,1601.94
593,72,2026-01-11,3011.66
594,151,2026-01-11,541.98
595,99,2026-01-11,1495.78
596,107,2026-01-11,1437.15
597,241,2026-01-11,4588.79
598,69,2026-01-11,3054.01
599,250,2026-01-11,1320.5300000000002
600,179,2026-01-11,6848.66
601,27,2026-01-11,2311.35
602,5,2026-01-11,3224.3700000000003
603,63,2026-01-11,1459.13
604,144,2026-01-11,5491.530000000001
605,221,2026-01-11,7406.7300000000005
606,95,2026-01-11,4017.23
607,29,2026-01-11,5007.570000000001
608,63,2026-01-11,5890.63
609,123,2026-01-11,2705.52
610,69,2026-01-11,2227.0699999999997
611,127,2026-01-11,2059.0
612,167,2026-01-11,402.42
613,38,2026-01-11,5580.599999999999
614,280,2026-01-11,3222.87
615,176,2026-01-11,1730.76
616,26,2026-01-11,800.8399999999999
617,169,2026-01-11,3021.5699999999997
618,38,2026-01-11,6244.17
619,78,2026-01-11,4073.8900000000003
620,117,2026-01-11,2247.45
621,55,2026-01-11,4693.58
622,112,2026-01-11,2075.5099999999998
623,63,2026-01-11,1180.0900000000001
624,58,2026-01-11,2422.54
625,215,2026-01-11,1748.4
626,249,2026-01-11,5028.02
627,173,2026-01-11,1202.98
628,62,2026-01-11,2796.95
629,251,2026-01-11,2724.9700000000003
630,59,2026-01-11,4518.2699999999995
631,46,2026-01-11,316.34
632,120,2026-01-11,7724.76
633,18,2026-01-11,1783.2800000000002
634,252,2026-01-11,682.28
635,22,2026-01-11,2179.32
636,261,2026-01-11,3854.97
637,258,2026-01-11,1670.8799999999999
638,218,2026-01-11,2753.91
639,84,2026-01-11,3626.79
640,56,2026-01-11,2222.96
641,137,2026-01-11,2105.55
642,235,2026-01-11,2876.8500000000004
643,71,2026-01-11,2454.95
644,24,2026-01-11,1042.17
645,203,2026-01-11,932.44
646,110,2026-01-11,2326.39
647,292,2026-01-11,1448.1000000000001
648,28,2026-01-11,573.9
649,106,2026-01-11,2949.8999999999996
650,273,2026-01-11,71.54
651,195,2026-01-11,2367.41
652,40,2026-01-11,2352.15
653,42,2026-01-11,3087.16
654,217,2026-01-11,6802.200000000001
655,252,2026-01-11,3465.96
656,131,2026-01-11,2423.1
657,122,2026-01-11,3633.51
658,147,2026-01-11,956.45
659,230,2026-01-11,1506.57
660,27,2026-01-11,904.37
661,16,2026-01-11,1982.27
662,216,2026-01-11,3041.3799999999997
663,283,2026-01-11,2833.46
664,263,2026-01-11,473.61
665,144,2026-01-11,3667.43
666,238,2026-01-11,1400.79
667,281,2026-01-11,3150.4900000000002
668,134,2026-01-11,1044.1599999999999
669,8,2026-01-11,668.8
670,249,2026-01-11,2505.92
671,263,2026-01-11,933.5400000000001
672,32,2026-01-11,2918.0499999999997
673,114,2026-01-11,839.08
674,216,2026-01-11,2395.2000000000003
675,258,2026-01-11,1164.8600000000001
676,233,2026-01-11,2292.0
677,183,2026-01-11,1912.8000000000002
678,111,2026-01-11,2841.46
679,69,2026-01-11,3475.7300000000005
680,163,2026-01-11,1708.27
681,101,2026-01-11,1171.51
682,76,2026-01-11,3505.1099999999997
683,217,2026-01-11,2267.84
684,87,2026-01-11,2745.6899999999996
685,138,2026-01-11,870.9
686,244,2026-01-11,1224.65
687,54,2026-01-11,4430.76
688,31,2026-01-11,2143.6
689,30,2026-01-11,1765.8200000000002
690,179,2026-01-11,1417.08
691,228,2026-01-11,4916.3099999999995
692,55,2026-01-11,1554.1799999999998
693,25,2026-01-11,3589.4100000000003
694,213,2026-01-11,110.43
695,225,2026-01-11,1341.84
696,84,2026-01-11,1767.3400000000001
697,129,2026-01-11,1181.19
698,176,2026-01-11,2202.69
699,140,2026-01-11,2463.75
700,76,2026-01-11,2895.39
701,210,2026-01-11,2892.59
702,169,2026-01-11,3965.2899999999995
703,116,2026-01-11,4194.86
704,240,2026-01-11,3086.19
705,193,2026-01-11,3771.81
706,279,2026-01-11,788.1
707,152,2026-01-11,4232.82
708,245,2026-01-11,2259.67
709,281,2026-01-11,859.38
710,18,2026-01-11,3386.9300000000003
711,118,2026-01-11,3106.0999999999995
712,266,2026-01-11,6282.84
713,191,2026-01-11,5748.1900000000005
714,267,2026-01-11,1046.31
715,219,2026-01-11,687.33
716,116,2026-01-11,1016.8
717,112,2026-01-11,6520.189999999999
718,20,2026-01-11,3005.5
719,259,2026-01-11,310.18
720,111,2026-01-11,582.68
721,139,2026-01-11,2393.43
722,224,2026-01-11,5227.24
723,133,2026-01-11,3048.6800000000003
724,57,2026-01-11,1571.16
725,130,2026-01-11,3063.4300000000003
726,29,2026-01-11,3411.1800000000003
727,160,2026-01-11,786.48
728,165,2026-01-11,3988.9300000000003
729,161,2026-01-11,2226.44
730,240,2026-01-11,1132.1
731,86,2026-01-11,3164.21
732,27,2026-01-11,2144.81
733,84,2026-01-11,1519.2900000000002
734,216,2026-01-11,475.92
735,298,2026-01-11,2268.0299999999997
736,293,2026-01-11,3424.7599999999998
737,277,2026-01-11,1483.45
738,217,2026-01-11,2543.81
739,297,2026-01-11,3083.8900000000003
740,72,2026-01-11,4166.01
741,131,2026-01-11,1160.39
742,200,2026-01-11,4304.7
743,121,2026-01-11,1908.96
744,106,2026-01-11,3052.8999999999996
745,94,2026-01-11,529.73
746,196,2026-01-11,2675.47
747,203,2026-01-11,1791.3100000000002
748,203,2026-01-11,1438.22
749,88,2026-01-11,2378.1499999999996
750,166,2026-01-11,4140.63
751,41,2026-01-11,5257.27
752,260,2026-01-11,2069.93
753,88,2026-01-11,498.09000000000003
754,293,2026-01-11,2896.6499999999996
755,32,2026-01-11,448.47
756,94,2026-01-11,7640.630000000001
757,216,2026-01-11,4472.1900000000005
758,11,2026-01-11,1527.0500000000002
759,273,2026-01-11,2449.02
760,272,2026-01-11,4823.099999999999
761,247,2026-01-11,5092.62
762,116,2026-01-11,5053.349999999999
763,224,2026-01-11,1235.9
764,30,2026-01-11,1861.0100000000002
765,207,2026-01-11,991.8799999999999
766,203,2026-01-11,1446.28
767,285,2026-01-11,3734.09
768,119,2026-01-11,765.25
769,210,2026-01-11,999.5999999999999
770,275,2026-01-11,5381.799999999999
771,107,2026-01-11,2129.2200000000003
772,252,2026-01-11,2119.8500000000004
773,279,2026-01-11,2631.2
774,59,2026-01-11,1390.78
775,289,2026-01-11,1964.62
776,247,2026-01-11,1282.13
777,90,2026-01-11,2920.4
778,98,2026-01-11,3331.5600000000004
779,205,2026-01-11,1521.96
780,183,2026-01-11,2073.43
781,42,2026-01-11,4642.110000000001
782,24,2026-01-11,4890.9400000000005
783,150,2026-01-11,6300.070000000001
784,41,2026-01-11,1454.36
785,287,2026-01-11,5638.030000000001
786,154,2026-01-11,3216.93
787,228,2026-01-11,3791.19
788,105,2026-01-11,1309.29
789,103,2026-01-11,5542.04
790,228,2026-01-11,1190.72
791,247,2026-01-11,5622.53
792,257,2026-01-11,3909.0
793,231,2026-01-11,965.5000000000001
794,63,2026-01-11,3841.6600000000003
795,219,2026-01-11,4037.88
796,196,2026-01-11,3832.68
797,287,2026-01-11,455.23
798,185,2026-01-11,4159.32
799,231,2026-01-11,2084.8900000000003
800,50,2026-01-11,1714.71
801,286,2026-01-11,2469.14
802,275,2026-01-11,1368.99
803,223,2026-01-11,199.38
804,239,2026-01-11,975.56
805,196,2026-01-11,1622.52
806,28,2026-01-11,4554.4400000000005
807,107,2026-01-11,1915.48
808,5,2026-01-11,4085.6600000000003
809,92,2026-01-11,1440.57
810,192,2026-01-11,2967.4100000000003
811,272,2026-01-11,558.35
812,69,2026-01-11,2629.94
813,112,2026-01-11,5122.85
814,8,2026-01-11,400.28
815,109,2026-01-11,1046.14
816,101,2026-01-11,1188.11
817,271,2026-01-11,1791.44
818,228,2026-01-11,1213.72
819,240,2026-01-11,5773.820000000001
820,240,2026-01-11,1616.51
821,178,2026-01-11,3934.5799999999995
822,151,2026-01-11,1435.26
823,154,2026-01-11,3254.6099999999997
824,165,2026-01-11,3986.38
825,102,2026-01-11,1857.58
826,25,2026-01-11,5281.65
